Temperatura poczƒÖtkowa;Wsp√≥≈Çczynnik ch≈Çodzenia;Liczba iteracji;Cmax (≈õrednia);;;;;;;
166,6666667;0,927777778;250;153,38;;;;;;;
183,3333333;0,974444444;350;153,38;;;;;;;
200;0,927777778;250;153,38;;;;;;;
150;0,958888889;300;153,39;;;;;;;
150;0,974444444;350;153,39;;;;;;;
200;0,958888889;300;153,39;;;;;;;
166,6666667;0,896666667;200;153,4;;;;;;;
200;0,881111111;200;153,4;;;;;;;
116,6666667;0,974444444;300;153,41;;;;;;;
166,6666667;0,912222222;200;153,41;;;;;;;
183,3333333;0,85;200;153,41;;;;;;;
100;0,85;200;153,42;;;;;;;
100;0,881111111;200;153,42;;;;;;;
133,3333333;0,85;200;153,42;;;;;;;
150;0,896666667;200;153,42;;;;;;;
200;0,943333333;250;153,42;;;;;;;
50;0,958888889;200;153,43;;;;;;;
116,6666667;0,912222222;200;153,43;;;;;;;
133,3333333;0,927777778;200;153,43;;;;;;;
166,6666667;0,958888889;250;153,43;;;;;;;
183,3333333;0,881111111;200;153,43;;;;;;;
183,3333333;0,912222222;200;153,43;;;;;;;
200;0,85;200;153,43;;;;;;;
83,33333333;0,85;150;153,44;;;;;;;
83,33333333;0,85;200;153,44;;;;;;;
133,3333333;0,896666667;200;153,44;;;;;;;
133,3333333;0,927777778;250;153,44;;;;;;;
200;0,958888889;250;153,44;;;;;;;
50;0,927777778;200;153,45;;;;;;;
66,66666667;0,85;150;153,45;;;;;;;
66,66666667;0,896666667;200;153,45;;;;;;;
66,66666667;0,958888889;250;153,45;;;;;;;
200;0,912222222;200;153,45;;;;;;;
50;0,943333333;200;153,46;;;;;;;
50;0,958888889;250;153,46;;;;;;;
66,66666667;0,865555556;150;153,46;;;;;;;
83,33333333;0,912222222;150;153,46;;;;;;;
116,6666667;0,927777778;200;153,46;;;;;;;
166,6666667;0,85;150;153,46;;;;;;;
100;0,865555556;150;153,47;;;;;;;
133,3333333;0,865555556;150;153,47;;;;;;;
66,66666667;0,927777778;200;153,48;;;;;;;
83,33333333;0,881111111;200;153,48;;;;;;;
183,3333333;0,927777778;200;153,48;;;;;;;
200;0,896666667;200;153,48;;;;;;;
200;0,927777778;200;153,48;;;;;;;
200;0,974444444;350;153,48;;;;;;;
66,66666667;0,943333333;200;153,49;;;;;;;
83,33333333;0,865555556;150;153,49;;;;;;;
83,33333333;0,958888889;250;153,49;;;;;;;
100;0,881111111;150;153,49;;;;;;;
133,3333333;0,881111111;200;153,49;;;;;;;
50;0,912222222;200;153,5;;;;;;;
116,6666667;0,927777778;250;153,5;;;;;;;
66,66666667;0,881111111;200;153,51;;;;;;;
83,33333333;0,927777778;200;153,51;;;;;;;
100;0,85;150;153,51;;;;;;;
133,3333333;0,912222222;200;153,51;;;;;;;
100;0,958888889;250;153,52;;;;;;;
183,3333333;0,865555556;150;153,53;;;;;;;
133,3333333;0,85;150;153,54;;;;;;;
133,3333333;0,943333333;200;153,54;;;;;;;
150;0,958888889;250;153,54;;;;;;;
150;0,974444444;300;153,54;;;;;;;
166,6666667;0,927777778;200;153,54;;;;;;;
183,3333333;0,943333333;250;153,54;;;;;;;
50;0,85;150;153,55;;;;;;;
83,33333333;0,881111111;150;153,55;;;;;;;
83,33333333;0,958888889;200;153,55;;;;;;;
116,6666667;0,958888889;250;153,55;;;;;;;
150;0,943333333;200;153,55;;;;;;;
100;0,943333333;200;153,56;;;;;;;
116,6666667;0,912222222;150;153,56;;;;;;;
133,3333333;0,881111111;150;153,56;;;;;;;
166,6666667;0,85;200;153,56;;;;;;;
166,6666667;0,881111111;150;153,56;;;;;;;
200;0,943333333;200;153,56;;;;;;;
100;0,974444444;300;153,57;;;;;;;
116,6666667;0,865555556;150;153,57;;;;;;;
133,3333333;0,912222222;150;153,57;;;;;;;
183,3333333;0,943333333;200;153,57;;;;;;;
50;0,881111111;150;153,58;;;;;;;
50;0,896666667;150;153,58;;;;;;;
100;0,958888889;200;153,58;;;;;;;
116,6666667;0,896666667;150;153,58;;;;;;;
133,3333333;0,896666667;150;153,58;;;;;;;
166,6666667;0,865555556;150;153,58;;;;;;;
66,66666667;0,912222222;150;153,59;;;;;;;
116,6666667;0,881111111;150;153,59;;;;;;;
133,3333333;0,958888889;250;153,59;;;;;;;
83,33333333;0,927777778;150;153,6;;;;;;;
150;0,912222222;200;153,6;;;;;;;
66,66666667;0,881111111;150;153,61;;;;;;;
116,6666667;0,85;150;153,61;;;;;;;
166,6666667;0,943333333;200;153,61;;;;;;;
183,3333333;0,896666667;200;153,61;;;;;;;
200;0,85;150;153,61;;;;;;;
200;0,881111111;150;153,61;;;;;;;
83,33333333;0,896666667;150;153,62;;;;;;;
183,3333333;0,958888889;250;153,62;;;;;;;
100;0,974444444;250;153,63;;;;;;;
100;0,896666667;150;153,64;;;;;;;
183,3333333;0,896666667;150;153,64;;;;;;;
183,3333333;0,912222222;150;153,64;;;;;;;
50;0,865555556;100;153,65;;;;;;;
83,33333333;0,943333333;200;153,65;;;;;;;
166,6666667;0,896666667;150;153,65;;;;;;;
183,3333333;0,974444444;300;153,65;;;;;;;
200;0,896666667;150;153,65;;;;;;;
116,6666667;0,943333333;200;153,66;;;;;;;
150;0,865555556;150;153,66;;;;;;;
183,3333333;0,85;150;153,66;;;;;;;
200;0,912222222;150;153,67;;;;;;;
183,3333333;0,958888889;200;153,68;;;;;;;
50;0,912222222;150;153,7;;;;;;;
133,3333333;0,974444444;300;153,7;;;;;;;
150;0,85;150;153,7;;;;;;;
50;0,974444444;250;153,71;;;;;;;
116,6666667;0,927777778;150;153,72;;;;;;;
166,6666667;0,974444444;300;153,72;;;;;;;
166,6666667;0,912222222;150;153,73;;;;;;;
183,3333333;0,881111111;150;153,73;;;;;;;
150;0,958888889;200;153,74;;;;;;;
200;0,865555556;150;153,75;;;;;;;
50;0,865555556;150;153,76;;;;;;;
66,66666667;0,896666667;150;153,76;;;;;;;
83,33333333;0,85;100;153,76;;;;;;;
150;0,881111111;150;153,76;;;;;;;
166,6666667;0,958888889;200;153,76;;;;;;;
83,33333333;0,974444444;250;153,77;;;;;;;
66,66666667;0,927777778;150;153,78;;;;;;;
150;0,927777778;150;153,78;;;;;;;
66,66666667;0,958888889;200;153,8;;;;;;;
116,6666667;0,958888889;200;153,81;;;;;;;
150;0,912222222;150;153,81;;;;;;;
200;0,974444444;300;153,81;;;;;;;
133,3333333;0,974444444;250;153,82;;;;;;;
150;0,896666667;150;153,82;;;;;;;
100;0,912222222;150;153,84;;;;;;;
150;0,865555556;100;153,84;;;;;;;
133,3333333;0,865555556;100;153,85;;;;;;;
66,66666667;0,974444444;250;153,86;;;;;;;
183,3333333;0,927777778;150;153,86;;;;;;;
150;0,974444444;250;153,87;;;;;;;
50;0,927777778;150;153,88;;;;;;;
83,33333333;0,865555556;100;153,88;;;;;;;
100;0,927777778;150;153,88;;;;;;;
100;0,943333333;150;153,88;;;;;;;
116,6666667;0,865555556;100;153,89;;;;;;;
50;0,85;100;153,91;;;;;;;
150;0,85;100;153,91;;;;;;;
116,6666667;0,974444444;250;153,92;;;;;;;
166,6666667;0,927777778;150;153,92;;;;;;;
133,3333333;0,927777778;150;153,93;;;;;;;
116,6666667;0,881111111;100;153,94;;;;;;;
133,3333333;0,958888889;200;153,94;;;;;;;
50;0,974444444;200;153,95;;;;;;;
66,66666667;0,943333333;150;153,95;;;;;;;
83,33333333;0,943333333;150;153,95;;;;;;;
66,66666667;0,85;100;153,96;;;;;;;
100;0,85;100;153,96;;;;;;;
200;0,85;100;153,96;;;;;;;
166,6666667;0,974444444;250;153,97;;;;;;;
83,33333333;0,881111111;100;153,98;;;;;;;
183,3333333;0,85;100;153,98;;;;;;;
50;0,943333333;150;153,99;;;;;;;
200;0,943333333;150;153,99;;;;;;;
200;0,958888889;200;153,99;;;;;;;
166,6666667;0,865555556;100;154,01;;;;;;;
100;0,881111111;100;154,02;;;;;;;
133,3333333;0,881111111;100;154,03;;;;;;;
50;0,896666667;100;154,04;;;;;;;
200;0,865555556;100;154,04;;;;;;;
50;0,99;450;154,05;;;;;;;
66,66666667;0,99;450;154,05;;;;;;;
166,6666667;0,943333333;150;154,05;;;;;;;
183,3333333;0,865555556;100;154,05;;;;;;;
100;0,865555556;100;154,06;;;;;;;
116,6666667;0,943333333;150;154,06;;;;;;;
200;0,927777778;150;154,06;;;;;;;
50;0,881111111;100;154,07;;;;;;;
66,66666667;0,881111111;100;154,08;;;;;;;
116,6666667;0,85;100;154,08;;;;;;;
66,66666667;0,865555556;100;154,09;;;;;;;
50;0,912222222;100;154,11;;;;;;;
150;0,943333333;150;154,12;;;;;;;
133,3333333;0,943333333;150;154,14;;;;;;;
50;0,927777778;100;154,15;;;;;;;
166,6666667;0,85;100;154,17;;;;;;;
50;0,958888889;150;154,18;;;;;;;
166,6666667;0,912222222;100;154,18;;;;;;;
133,3333333;0,85;100;154,19;;;;;;;
83,33333333;0,896666667;100;154,2;;;;;;;
133,3333333;0,912222222;100;154,2;;;;;;;
66,66666667;0,896666667;100;154,21;;;;;;;
183,3333333;0,896666667;100;154,21;;;;;;;
200;0,974444444;250;154,23;;;;;;;
83,33333333;0,99;450;154,24;;;;;;;
66,66666667;0,912222222;100;154,25;;;;;;;
166,6666667;0,958888889;150;154,25;;;;;;;
66,66666667;0,927777778;100;154,26;;;;;;;
83,33333333;0,927777778;100;154,26;;;;;;;
183,3333333;0,974444444;250;154,26;;;;;;;
200;0,881111111;100;154,26;;;;;;;
116,6666667;0,912222222;100;154,27;;;;;;;
166,6666667;0,896666667;100;154,27;;;;;;;
66,66666667;0,943333333;100;154,28;;;;;;;
133,3333333;0,896666667;100;154,29;;;;;;;
183,3333333;0,943333333;150;154,3;;;;;;;
83,33333333;0,958888889;150;154,31;;;;;;;
100;0,974444444;200;154,32;;;;;;;
150;0,896666667;100;154,33;;;;;;;
183,3333333;0,881111111;100;154,34;;;;;;;
50;0,943333333;100;154,35;;;;;;;
100;0,896666667;100;154,35;;;;;;;
116,6666667;0,896666667;100;154,35;;;;;;;
150;0,881111111;100;154,35;;;;;;;
150;0,927777778;100;154,36;;;;;;;
200;0,912222222;100;154,36;;;;;;;
66,66666667;0,958888889;150;154,37;;;;;;;
100;0,912222222;100;154,37;;;;;;;
133,3333333;0,958888889;150;154,37;;;;;;;
166,6666667;0,927777778;100;154,37;;;;;;;
66,66666667;0,974444444;200;154,38;;;;;;;
83,33333333;0,912222222;100;154,4;;;;;;;
150;0,912222222;100;154,4;;;;;;;
183,3333333;0,912222222;100;154,4;;;;;;;
50;0,99;400;154,42;;;;;;;
116,6666667;0,958888889;150;154,43;;;;;;;
133,3333333;0,927777778;100;154,43;;;;;;;
200;0,958888889;150;154,44;;;;;;;
100;0,927777778;100;154,47;;;;;;;
166,6666667;0,881111111;100;154,47;;;;;;;
183,3333333;0,958888889;150;154,48;;;;;;;
116,6666667;0,927777778;100;154,49;;;;;;;
100;0,99;450;154,54;;;;;;;
150;0,958888889;150;154,54;;;;;;;
116,6666667;0,974444444;200;154,55;;;;;;;
166,6666667;0,974444444;200;154,59;;;;;;;
100;0,958888889;150;154,65;;;;;;;
200;0,896666667;100;154,66;;;;;;;
50;0,865555556;50;154,69;;;;;;;
133,3333333;0,943333333;100;154,71;;;;;;;
50;0,85;50;154,72;;;;;;;
83,33333333;0,974444444;200;154,72;;;;;;;
66,66666667;0,85;50;154,73;;;;;;;
66,66666667;0,99;400;154,73;;;;;;;
100;0,85;50;154,77;;;;;;;
116,6666667;0,99;450;154,78;;;;;;;
133,3333333;0,974444444;200;154,79;;;;;;;
166,6666667;0,943333333;100;154,8;;;;;;;
150;0,974444444;200;154,83;;;;;;;
83,33333333;0,99;400;154,84;;;;;;;
183,3333333;0,974444444;200;154,85;;;;;;;
50;0,958888889;100;154,86;;;;;;;
183,3333333;0,85;50;154,86;;;;;;;
200;0,927777778;100;154,86;;;;;;;
83,33333333;0,881111111;50;154,88;;;;;;;
116,6666667;0,865555556;50;154,89;;;;;;;
183,3333333;0,865555556;50;154,89;;;;;;;
50;0,881111111;50;154,9;;;;;;;
66,66666667;0,896666667;50;154,94;;;;;;;
100;0,943333333;100;154,94;;;;;;;
83,33333333;0,85;50;154,97;;;;;;;
183,3333333;0,927777778;100;154,98;;;;;;;
150;0,85;50;155,01;;;;;;;
150;0,943333333;100;155,01;;;;;;;
150;0,865555556;50;155,03;;;;;;;
83,33333333;0,943333333;100;155,06;;;;;;;
166,6666667;0,865555556;50;155,06;;;;;;;
200;0,974444444;200;155,07;;;;;;;
66,66666667;0,881111111;50;155,08;;;;;;;
150;0,99;450;155,08;;;;;;;
200;0,943333333;100;155,08;;;;;;;
133,3333333;0,881111111;50;155,1;;;;;;;
83,33333333;0,865555556;50;155,11;;;;;;;
133,3333333;0,85;50;155,11;;;;;;;
100;0,881111111;50;155,14;;;;;;;
116,6666667;0,943333333;100;155,17;;;;;;;
133,3333333;0,99;450;155,17;;;;;;;
183,3333333;0,943333333;100;155,2;;;;;;;
50;0,912222222;50;155,23;;;;;;;
50;0,974444444;150;155,23;;;;;;;
83,33333333;0,99;350;155,23;;;;;;;
200;0,85;50;155,25;;;;;;;
50;0,896666667;50;155,26;;;;;;;
150;0,881111111;50;155,26;;;;;;;
166,6666667;0,99;450;155,26;;;;;;;
100;0,99;400;155,27;;;;;;;
116,6666667;0,881111111;50;155,28;;;;;;;
133,3333333;0,865555556;50;155,29;;;;;;;
66,66666667;0,912222222;50;155,32;;;;;;;
66,66666667;0,865555556;50;155,33;;;;;;;
66,66666667;0,974444444;150;155,36;;;;;;;
66,66666667;0,99;350;155,37;;;;;;;
116,6666667;0,85;50;155,37;;;;;;;
100;0,865555556;50;155,38;;;;;;;
166,6666667;0,881111111;50;155,38;;;;;;;
200;0,865555556;50;155,38;;;;;;;
166,6666667;0,85;50;155,4;;;;;;;
150;0,99;400;155,43;;;;;;;
50;0,99;350;155,45;;;;;;;
83,33333333;0,912222222;50;155,45;;;;;;;
116,6666667;0,896666667;50;155,45;;;;;;;
183,3333333;0,99;450;155,46;;;;;;;
183,3333333;0,881111111;50;155,49;;;;;;;
83,33333333;0,99;300;155,51;;;;;;;
116,6666667;0,99;400;155,51;;;;;;;
83,33333333;0,974444444;150;155,52;;;;;;;
200;0,881111111;50;155,52;;;;;;;
200;0,99;450;155,54;;;;;;;
66,66666667;0,958888889;100;155,55;;;;;;;
83,33333333;0,896666667;50;155,56;;;;;;;
116,6666667;0,99;350;155,57;;;;;;;
133,3333333;0,99;400;155,58;;;;;;;
200;0,896666667;50;155,59;;;;;;;
100;0,896666667;50;155,62;;;;;;;
183,3333333;0,99;400;155,63;;;;;;;
83,33333333;0,958888889;100;155,66;;;;;;;
100;0,958888889;100;155,67;;;;;;;
50;0,99;300;155,69;;;;;;;
150;0,896666667;50;155,69;;;;;;;
133,3333333;0,896666667;50;155,7;;;;;;;
183,3333333;0,896666667;50;155,72;;;;;;;
166,6666667;0,974444444;150;155,73;;;;;;;
50;0,974444444;100;155,74;;;;;;;
116,6666667;0,912222222;50;155,74;;;;;;;
166,6666667;0,896666667;50;155,75;;;;;;;
166,6666667;0,99;400;155,75;;;;;;;
116,6666667;0,927777778;50;155,77;;;;;;;
116,6666667;0,99;300;155,78;;;;;;;
100;0,912222222;50;155,8;;;;;;;
66,66666667;0,99;300;155,81;;;;;;;
100;0,99;350;155,81;;;;;;;
50;0,927777778;50;155,82;;;;;;;
66,66666667;0,927777778;50;155,82;;;;;;;
116,6666667;0,974444444;150;155,82;;;;;;;
116,6666667;0,958888889;100;155,84;;;;;;;
166,6666667;0,958888889;100;155,84;;;;;;;
100;0,974444444;150;155,86;;;;;;;
200;0,99;400;155,86;;;;;;;
83,33333333;0,927777778;50;155,88;;;;;;;
183,3333333;0,912222222;50;155,9;;;;;;;
133,3333333;0,958888889;100;155,93;;;;;;;
150;0,99;350;155,93;;;;;;;
100;0,927777778;50;155,94;;;;;;;
183,3333333;0,958888889;100;155,96;;;;;;;
150;0,912222222;50;155,97;;;;;;;
100;0,99;300;155,98;;;;;;;
50;0,99;250;155,99;;;;;;;
150;0,958888889;100;155,99;;;;;;;
200;0,974444444;150;155,99;;;;;;;
200;0,958888889;100;156,02;;;;;;;
133,3333333;0,912222222;50;156,04;;;;;;;
100;0,943333333;50;156,06;;;;;;;
133,3333333;0,927777778;50;156,06;;;;;;;
166,6666667;0,99;350;156,08;;;;;;;
183,3333333;0,974444444;150;156,08;;;;;;;
116,6666667;0,943333333;50;156,09;;;;;;;
133,3333333;0,974444444;150;156,11;;;;;;;
50;0,943333333;50;156,14;;;;;;;
150;0,974444444;150;156,17;;;;;;;
200;0,912222222;50;156,17;;;;;;;
200;0,927777778;50;156,17;;;;;;;
166,6666667;0,912222222;50;156,18;;;;;;;
50;0,99;200;156,21;;;;;;;
200;0,99;350;156,21;;;;;;;
66,66666667;0,943333333;50;156,24;;;;;;;
183,3333333;0,943333333;50;156,24;;;;;;;
50;0,99;150;156,25;;;;;;;
166,6666667;0,927777778;50;156,25;;;;;;;
150;0,99;250;156,27;;;;;;;
133,3333333;0,99;200;156,3;;;;;;;
183,3333333;0,99;350;156,3;;;;;;;
83,33333333;0,99;250;156,31;;;;;;;
100;0,974444444;100;156,32;;;;;;;
133,3333333;0,99;300;156,32;;;;;;;
133,3333333;0,974444444;100;156,34;;;;;;;
183,3333333;0,958888889;50;156,34;;;;;;;
166,6666667;0,943333333;50;156,35;;;;;;;
100;0,99;200;156,36;;;;;;;
133,3333333;0,99;350;156,37;;;;;;;
66,66666667;0,974444444;100;156,38;;;;;;;
66,66666667;0,99;250;156,38;;;;;;;
150;0,927777778;50;156,38;;;;;;;
83,33333333;0,974444444;100;156,42;;;;;;;
200;0,99;300;156,44;;;;;;;
116,6666667;0,99;200;156,46;;;;;;;
83,33333333;0,943333333;50;156,47;;;;;;;
83,33333333;0,958888889;50;156,47;;;;;;;
66,66666667;0,99;100;156,49;;;;;;;
83,33333333;0,974444444;50;156,49;;;;;;;
83,33333333;0,99;200;156,49;;;;;;;
133,3333333;0,958888889;50;156,49;;;;;;;
200;0,958888889;50;156,49;;;;;;;
100;0,99;250;156,5;;;;;;;
133,3333333;0,99;250;156,5;;;;;;;
133,3333333;0,974444444;50;156,51;;;;;;;
183,3333333;0,927777778;50;156,51;;;;;;;
200;0,99;100;156,52;;;;;;;
183,3333333;0,99;200;156,54;;;;;;;
150;0,99;300;156,56;;;;;;;
150;0,958888889;50;156,57;;;;;;;
166,6666667;0,99;300;156,57;;;;;;;
200;0,974444444;50;156,57;;;;;;;
166,6666667;0,99;200;156,58;;;;;;;
183,3333333;0,99;300;156,59;;;;;;;
150;0,943333333;50;156,6;;;;;;;
116,6666667;0,974444444;100;156,62;;;;;;;
50;0,958888889;50;156,64;;;;;;;
50;0,974444444;50;156,65;;;;;;;
100;0,99;150;156,65;;;;;;;
183,3333333;0,99;250;156,67;;;;;;;
133,3333333;0,943333333;50;156,68;;;;;;;
133,3333333;0,99;100;156,68;;;;;;;
66,66666667;0,958888889;50;156,69;;;;;;;
100;0,99;100;156,7;;;;;;;
166,6666667;0,974444444;50;156,7;;;;;;;
166,6666667;0,974444444;100;156,7;;;;;;;
66,66666667;0,99;200;156,72;;;;;;;
150;0,99;200;156,72;;;;;;;
66,66666667;0,99;150;156,74;;;;;;;
150;0,99;150;156,75;;;;;;;
150;0,974444444;50;156,77;;;;;;;
183,3333333;0,974444444;100;156,77;;;;;;;
183,3333333;0,99;50;156,77;;;;;;;
100;0,958888889;50;156,78;;;;;;;
50;0,99;100;156,79;;;;;;;
83,33333333;0,99;50;156,8;;;;;;;
50;0,99;50;156,81;;;;;;;
116,6666667;0,958888889;50;156,83;;;;;;;
166,6666667;0,99;100;156,84;;;;;;;
183,3333333;0,99;150;156,84;;;;;;;
200;0,99;250;156,84;;;;;;;
200;0,943333333;50;156,86;;;;;;;
133,3333333;0,99;150;156,88;;;;;;;
116,6666667;0,99;50;156,89;;;;;;;
116,6666667;0,99;250;156,89;;;;;;;
150;0,99;100;156,89;;;;;;;
100;0,99;50;156,9;;;;;;;
116,6666667;0,974444444;50;156,9;;;;;;;
150;0,974444444;100;156,9;;;;;;;
166,6666667;0,958888889;50;156,92;;;;;;;
116,6666667;0,99;150;156,93;;;;;;;
166,6666667;0,99;50;156,93;;;;;;;
100;0,974444444;50;156,95;;;;;;;
200;0,99;200;156,95;;;;;;;
83,33333333;0,99;100;156,96;;;;;;;
183,3333333;0,974444444;50;156,96;;;;;;;
183,3333333;0,99;100;156,97;;;;;;;
133,3333333;0,99;50;156,98;;;;;;;
66,66666667;0,974444444;50;156,99;;;;;;;
166,6666667;0,99;250;156,99;;;;;;;
66,66666667;0,99;50;157,01;;;;;;;
116,6666667;0,99;100;157,02;;;;;;;
83,33333333;0,99;150;157,03;;;;;;;
150;0,99;50;157,06;;;;;;;
200;0,99;50;157,07;;;;;;;
166,6666667;0,99;150;157,09;;;;;;;
200;0,99;150;157,13;;;;;;;
200;0,974444444;100;157,15;;;;;;;
